titulo,descripcion,torrent,checksum,MB,fuente
compranet20141202,compras del gobierno federal del 2011 al 2014,https://github.com/rodowi/archivo-de-datos/raw/master/torrents/RNC_702825278724.torrent,6ce7f27a57b031a980f16a838d10b7da94ef33ea43191cc2518ee99ecbe630db,8.3,https://sites.google.com/site/cnetuc/contrataciones
